Date,Subject,Age,Sex,TrialNumber,BlockNumber,Block,VideoPath,AudioPath,SpeakerID,ListenerID,SpeakerDyad,ListenerDyad,SpeakerExtract,ListenerExtract,Condition,SpeakerSex,Duration,CorrectResp,Resp,LikertResp
2023-12-01 12:35:31.573508,13,f/m,21,1,2,va,./stim/processed_extracts/true/11\7_va.mov,./stim/processed_extracts/audio/11/7_audio.wav,F4,M2,11,11,7,7,TRUE,F,22,g,g,3
2023-12-01 12:35:31.573508,13,f/m,21,2,2,va,./stim/processed_extracts/true/8\1_va.mov,./stim/processed_extracts/audio/8/1_audio.wav,M4,F4,8,8,1,1,TRUE,M,7,g,h,1
2023-12-01 12:35:31.573508,13,f/m,21,3,2,va,./stim/processed_extracts/true/21\2_va.mov,./stim/processed_extracts/audio/21/2_audio.wav,M7,F5,21,21,2,2,TRUE,M,15,g,h,3
2023-12-01 12:35:31.573508,13,f/m,21,4,2,va,./stim/processed_extracts/fake/47\5_6_va.mov,./stim/processed_extracts/audio/47/5_6_audio.wav,F13,M13,47,47,6,5,fake_wd,F,12,g,h,2
2023-12-01 12:35:31.573508,13,f/m,21,5,2,va,./stim/processed_extracts/true/60\5_va.mov,./stim/processed_extracts/audio/60/5_audio.wav,M16,F15,60,60,5,5,TRUE,M,14,g,g,3
2023-12-01 12:35:31.573508,13,f/m,21,6,2,va,./stim/processed_extracts/fake_ad/47\45_1_56_4_va.mov,./stim/processed_extracts/audio/47/45_1_56_4_audio.wav,F13,M13,56,45,4,1,fake_ad,F,9,g,g,3
2023-12-01 12:35:31.573508,13,f/m,21,7,2,va,./stim/processed_extracts/true/9\2_va.mov,./stim/processed_extracts/audio/9/2_audio.wav,M4,F1,9,9,2,2,TRUE,M,6,g,g,4
2023-12-01 12:35:31.574505,13,f/m,21,8,2,va,./stim/processed_extracts/fake/45\2_4_va.mov,./stim/processed_extracts/audio/45/2_4_audio.wav,F12,M13,45,45,4,2,fake_wd,F,9,g,h,4
2023-12-01 12:35:31.574505,13,f/m,21,9,2,va,./stim/processed_extracts/fake/48\3_4_va.mov,./stim/processed_extracts/audio/48/3_4_audio.wav,F13,M14,48,48,4,3,fake_wd,F,10,g,g,3
2023-12-01 12:35:31.574505,13,f/m,21,10,2,va,./stim/processed_extracts/fake_ad/60\55_3_59_2_va.mov,./stim/processed_extracts/audio/60/55_3_59_2_audio.wav,M16,F15,59,55,2,3,fake_ad,M,7,g,h,4
2023-12-01 12:35:31.574505,13,f/m,21,11,2,va,./stim/processed_extracts/true/32\3_va.mov,./stim/processed_extracts/audio/32/3_audio.wav,F9,M10,32,32,3,3,TRUE,F,11,g,g,3
2023-12-01 12:35:31.574505,13,f/m,21,12,2,va,./stim/processed_extracts/true/23\1_va.mov,./stim/processed_extracts/audio/23/1_audio.wav,M5,F7,23,23,1,1,TRUE,M,9,g,h,1
2023-12-01 12:35:31.574505,13,f/m,21,13,2,va,./stim/processed_extracts/fake/54\7_8_va.mov,./stim/processed_extracts/audio/54/7_8_audio.wav,M13,F15,54,54,7,8,fake_wd,M,10,g,h,2
2023-12-01 12:35:31.574505,13,f/m,21,14,2,va,./stim/processed_extracts/true/54\1_va.mov,./stim/processed_extracts/audio/54/1_audio.wav,F15,M13,54,54,1,1,TRUE,F,7,g,g,2
2023-12-01 12:35:31.574505,13,f/m,21,15,2,va,./stim/processed_extracts/true/12\3_va.mov,./stim/processed_extracts/audio/12/3_audio.wav,F4,M1,12,12,3,3,TRUE,F,13,g,h,4
2023-12-01 12:35:31.574505,13,f/m,21,16,2,va,./stim/processed_extracts/fake_ad/13\5_6_11_10_va.mov,./stim/processed_extracts/audio/13/5_6_11_10_audio.wav,F4,M3,11,5,10,6,fake_ad,F,11,g,g,3
2023-12-01 12:35:31.574505,13,f/m,21,17,2,va,./stim/processed_extracts/fake/13\1_4_va.mov,./stim/processed_extracts/audio/13/1_4_audio.wav,M3,F4,13,13,4,1,fake_wd,M,14,g,g,1
2023-12-01 12:35:31.574505,13,f/m,21,18,2,va,./stim/processed_extracts/true/43\4_va.mov,./stim/processed_extracts/audio/43/4_audio.wav,M11,F10,43,43,4,4,TRUE,M,8,g,g,3
2023-12-01 12:35:31.574505,13,f/m,21,19,2,va,./stim/processed_extracts/fake/32\2_5_va.mov,./stim/processed_extracts/audio/32/2_5_audio.wav,F9,M10,32,32,5,2,fake_wd,F,6,g,g,2
2023-12-01 12:35:31.574505,13,f/m,21,20,2,va,./stim/processed_extracts/fake_ad/33\34_3_37_5_va.mov,./stim/processed_extracts/audio/33/34_3_37_5_audio.wav,M9,F11,34,37,3,5,fake_ad,M,10,g,h,4
2023-12-01 12:35:31.574505,13,f/m,21,21,2,va,./stim/processed_extracts/fake_ad/53\47_2_49_3_va.mov,./stim/processed_extracts/audio/53/47_2_49_3_audio.wav,F13,M15,47,49,2,3,fake_ad,F,7,g,h,3
2023-12-01 12:35:31.574505,13,f/m,21,22,2,va,./stim/processed_extracts/true/5\2_va.mov,./stim/processed_extracts/audio/5/2_audio.wav,M3,F1,5,5,2,2,TRUE,M,15,g,h,4
2023-12-01 12:35:31.574505,13,f/m,21,23,2,va,./stim/processed_extracts/true/37\4_va.mov,./stim/processed_extracts/audio/37/4_audio.wav,M10,F11,37,37,4,4,TRUE,M,7,g,g,4
2023-12-01 12:35:31.575493,13,f/m,21,24,2,va,./stim/processed_extracts/fake/54\2_6_va.mov,./stim/processed_extracts/audio/54/2_6_audio.wav,F15,M13,54,54,6,2,fake_wd,F,9,g,h,3
2023-12-01 12:35:31.575493,13,f/m,21,25,2,va,./stim/processed_extracts/true/48\5_va.mov,./stim/processed_extracts/audio/48/5_audio.wav,M14,F13,48,48,5,5,TRUE,M,12,g,g,3
2023-12-01 12:35:31.575493,13,f/m,21,26,2,va,./stim/processed_extracts/true/5\1_va.mov,./stim/processed_extracts/audio/5/1_audio.wav,F1,M3,5,5,1,1,TRUE,F,19,g,g,4
2023-12-01 12:35:31.575493,13,f/m,21,27,2,va,./stim/processed_extracts/true/39\1_va.mov,./stim/processed_extracts/audio/39/1_audio.wav,M12,F9,39,39,1,1,TRUE,M,7,g,g,4
2023-12-01 12:35:31.575493,13,f/m,21,28,2,va,./stim/processed_extracts/fake/6\4_5_va.mov,./stim/processed_extracts/audio/6/4_5_audio.wav,F3,M1,6,6,5,4,fake_wd,F,10,g,h,4
2023-12-01 12:35:31.575493,13,f/m,21,29,2,va,./stim/processed_extracts/fake/60\4_6_va.mov,./stim/processed_extracts/audio/60/4_6_audio.wav,M16,F15,60,60,4,6,fake_wd,M,9,g,h,4
2023-12-01 12:35:31.575493,13,f/m,21,30,2,va,./stim/processed_extracts/true/58\5_va.mov,./stim/processed_extracts/audio/58/5_audio.wav,F15,M15,58,58,5,5,TRUE,F,10,g,h,3
2023-12-01 12:35:31.575493,13,f/m,21,31,2,va,./stim/processed_extracts/true/55\1_va.mov,./stim/processed_extracts/audio/55/1_audio.wav,F15,M14,55,55,1,1,TRUE,F,14,g,h,2
2023-12-01 12:35:31.575493,13,f/m,21,32,2,va,./stim/processed_extracts/fake_ad/4\10_1_11_3_va.mov,./stim/processed_extracts/audio/4/10_1_11_3_audio.wav,M2,F2,11,10,3,1,fake_ad,M,11,g,g,2
2023-12-01 12:35:31.575493,13,f/m,21,33,2,va,./stim/processed_extracts/true/1\3_va.mov,./stim/processed_extracts/audio/1/3_audio.wav,F1,M1,1,1,3,3,TRUE,F,26,g,g,3
2023-12-01 12:35:31.575493,13,f/m,21,34,2,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,TRUE,M,7,g,g,3
